xflr5 v6.61

Project Wing
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   0.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.215252
Cy    = ,   0.000000
Cd=,   0.001470,ICd=,    0.001470,PCd=,    0.000000
Cl   = ,2.72552e-16
Cm   =,   -0.350077
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    8.579703, YCP=,   -0.000000, ZCP=,    0.881169 
XNP=,    0.000000
Bending =, 14196.479564

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -23.8795,   2.2299, -2.411, 0.091466, 0.000000, 0.003852,-0.644806,-0.026139, 0.0000, 0.0000, 0.5140, 0.0000
  -23.6977,   2.2692, -1.743, 0.147056, 0.000000, 0.004474,-0.949563,-0.042072, 0.0000, 0.0000, 0.5333, 0.2112
  -23.3357,   2.3476, -1.193, 0.188681, 0.000000, 0.003930,-1.130796,-0.049614, 0.0000, 0.0000, 0.5171, 2.6928
  -22.7960,   2.4644, -0.826, 0.215216, 0.000000, 0.003103,-1.211410,-0.054939, 0.0000, 0.0000, 0.5081,13.1518
  -22.0828,   2.6189, -0.599, 0.230782, 0.000000, 0.002411,-1.198667,-0.057965, 0.0000, 0.0000, 0.5028,41.8346
  -21.2015,   2.8097, -0.461, 0.238943, 0.000000, 0.001921,-1.125096,-0.059556, 0.0000, 0.0000, 0.5003,103.9074
  -20.1589,   3.0354, -0.380, 0.242301, 0.000000, 0.001606,-1.019303,-0.060367, 0.0000, 0.0000, 0.5000,219.5739
  -18.9629,   3.2943, -0.336, 0.242575, 0.000000, 0.001423,-0.900841,-0.060779, 0.0000, 0.0000, 0.5015,414.0139
  -17.6226,   3.5845, -0.317, 0.240820, 0.000000, 0.001331,-0.781600,-0.060983, 0.0000, 0.0000, 0.5043,717.1099
  -16.1481,   3.9038, -0.313, 0.237654, 0.000000, 0.001298,-0.668227,-0.061077, 0.0000, 0.0000, 0.5084,1162.8845
  -14.5508,   4.2496, -0.320, 0.233420, 0.000000, 0.001303,-0.564078,-0.061108, 0.0000, 0.0000, 0.5136,1788.5702
  -12.8427,   4.6194, -0.334, 0.228285, 0.000000, 0.001331,-0.470518,-0.061104, 0.0000, 0.0000, 0.5200,2633.2621
  -11.0368,   5.0104, -0.353, 0.222301, 0.000000, 0.001370,-0.387774,-0.061078, 0.0000, 0.0000, 0.5278,3736.1367
   -9.1470,   5.4196, -0.375, 0.215426, 0.000000, 0.001411,-0.315475,-0.061047, 0.0000, 0.0000, 0.5373,5134.2589
   -7.1875,   5.8438, -0.398, 0.207528, 0.000000, 0.001441,-0.252972,-0.061035, 0.0000, 0.0000, 0.5491,6860.0316
   -5.1734,   6.2799, -0.416, 0.198364, 0.000000, 0.001442,-0.199554,-0.061090, 0.0000, 0.0000, 0.5646,8938.3621
   -3.1199,   6.7245, -0.417, 0.187521, 0.000000, 0.001364,-0.154647,-0.061339, 0.0000, 0.0000, 0.5860,11383.6268
   -1.0426,   7.1743, -0.331, 0.174316, 0.000000, 0.001009,-0.118151,-0.062129, 0.0000, 0.0000, 0.6185,14196.4796
    1.0426,   7.1743, -0.331, 0.174316, 0.000000, 0.001009,-0.118151,-0.062129, 0.0000, 0.0000, 0.6185,14196.4796
    3.1199,   6.7245, -0.417, 0.187521, 0.000000, 0.001364,-0.154647,-0.061339, 0.0000, 0.0000, 0.5860,11383.6268
    5.1734,   6.2799, -0.416, 0.198364, 0.000000, 0.001442,-0.199554,-0.061090, 0.0000, 0.0000, 0.5646,8938.3621
    7.1875,   5.8438, -0.398, 0.207528, 0.000000, 0.001441,-0.252972,-0.061035, 0.0000, 0.0000, 0.5491,6860.0316
    9.1470,   5.4196, -0.375, 0.215426, 0.000000, 0.001411,-0.315475,-0.061047, 0.0000, 0.0000, 0.5373,5134.2589
   11.0368,   5.0104, -0.353, 0.222301, 0.000000, 0.001370,-0.387774,-0.061078, 0.0000, 0.0000, 0.5278,3736.1367
   12.8427,   4.6194, -0.334, 0.228285, 0.000000, 0.001331,-0.470518,-0.061104, 0.0000, 0.0000, 0.5200,2633.2621
   14.5508,   4.2496, -0.320, 0.233420, 0.000000, 0.001303,-0.564078,-0.061108, 0.0000, 0.0000, 0.5136,1788.5702
   16.1481,   3.9038, -0.313, 0.237654, 0.000000, 0.001298,-0.668227,-0.061077, 0.0000, 0.0000, 0.5084,1162.8845
   17.6226,   3.5845, -0.317, 0.240820, 0.000000, 0.001331,-0.781600,-0.060983, 0.0000, 0.0000, 0.5043,717.1099
   18.9629,   3.2943, -0.336, 0.242575, 0.000000, 0.001423,-0.900841,-0.060779, 0.0000, 0.0000, 0.5015,414.0139
   20.1589,   3.0354, -0.380, 0.242301, 0.000000, 0.001606,-1.019303,-0.060367, 0.0000, 0.0000, 0.5000,219.5739
   21.2015,   2.8097, -0.461, 0.238943, 0.000000, 0.001921,-1.125096,-0.059556, 0.0000, 0.0000, 0.5003,103.9074
   22.0828,   2.6189, -0.599, 0.230782, 0.000000, 0.002411,-1.198667,-0.057965, 0.0000, 0.0000, 0.5028,41.8346
   22.7960,   2.4644, -0.826, 0.215216, 0.000000, 0.003103,-1.211410,-0.054939, 0.0000, 0.0000, 0.5081,13.1518
   23.3357,   2.3476, -1.193, 0.188681, 0.000000, 0.003930,-1.130796,-0.049614, 0.0000, 0.0000, 0.5171, 2.6928
   23.6977,   2.2692, -1.743, 0.147056, 0.000000, 0.004474,-0.949563,-0.042072, 0.0000, 0.0000, 0.5333, 0.2112
   23.8795,   2.2299, -2.411, 0.091466, 0.000000, 0.003852,-0.644806,-0.026139, 0.0000, 0.0000, 0.5140, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 147,   1.248e+01,  -2.118e+01,   9.557e-01,      -0.090,      -0.024,       0.996,   2.817e-01,     -0.4235
 148,   1.279e+01,  -2.118e+01,   9.747e-01,      -0.034,       0.004,       0.999,   3.266e-01,     -0.4043
 149,   1.314e+01,  -2.118e+01,   9.777e-01,       0.015,       0.028,       0.999,   3.502e-01,     -0.3872
 150,   1.351e+01,  -2.118e+01,   9.617e-01,       0.072,       0.054,       0.996,   3.512e-01,     -0.3433
 151,   1.386e+01,  -2.118e+01,   9.275e-01,       0.123,       0.076,       0.989,   3.293e-01,     -0.2540
 152,   1.417e+01,  -2.118e+01,   8.835e-01,       0.156,       0.089,       0.984,   2.843e-01,     -0.1515
 153,   1.443e+01,  -2.119e+01,   8.398e-01,       0.182,       0.098,       0.978,   2.193e-01,     -0.0558
 154,   1.461e+01,  -2.119e+01,   8.032e-01,       0.221,       0.112,       0.969,   1.392e-01,      0.0957
 155,   1.470e+01,  -2.119e+01,   7.821e-01,       0.210,       0.108,       0.972,   4.735e-02,      0.1908
Strip 7
 156,   1.434e+01,  -2.015e+01,   7.388e-01,      -0.004,      -0.038,      -0.999,   5.800e-02,      0.2177
 157,   1.424e+01,  -2.015e+01,   7.385e-01,       0.006,      -0.035,      -0.999,   1.700e-01,      0.2081
 158,   1.404e+01,  -2.015e+01,   7.336e-01,       0.037,      -0.023,      -0.999,   2.706e-01,      0.1867
 159,   1.377e+01,  -2.015e+01,   7.172e-01,       0.076,      -0.008,      -0.997,   3.535e-01,      0.1454
 160,   1.343e+01,  -2.015e+01,   6.835e-01,       0.118,       0.008,      -0.993,   4.136e-01,      0.0643
 161,   1.305e+01,  -2.015e+01,   6.388e-01,       0.116,       0.008,      -0.993,   4.438e-01,     -0.0697
 162,   1.265e+01,  -2.015e+01,   6.061e-01,       0.050,      -0.023,      -0.998,   4.412e-01,     -0.1799
 163,   1.227e+01,  -2.015e+01,   5.989e-01,      -0.014,      -0.054,      -0.998,   4.108e-01,     -0.2004
 164,   1.193e+01,  -2.015e+01,   6.118e-01,      -0.066,      -0.080,      -0.995,   3.539e-01,     -0.1802
 165,   1.166e+01,  -2.015e+01,   6.371e-01,      -0.122,      -0.109,      -0.986,   2.736e-01,     -0.1554
 166,   1.146e+01,  -2.015e+01,   6.701e-01,      -0.229,      -0.167,      -0.959,   1.767e-01,     -0.1787
 167,   1.136e+01,  -2.015e+01,   7.147e-01,      -0.663,      -0.396,      -0.636,   8.997e-02,      0.3810
 168,   1.136e+01,  -2.014e+01,   7.789e-01,      -0.750,      -0.403,       0.525,   1.124e-01,      0.4219
 169,   1.146e+01,  -2.014e+01,   8.461e-01,      -0.358,      -0.171,       0.918,   1.860e-01,     -0.4352
 170,   1.166e+01,  -2.014e+01,   8.967e-01,      -0.170,      -0.067,       0.983,   2.755e-01,     -0.4724
 171,   1.193e+01,  -2.014e+01,   9.319e-01,      -0.090,      -0.024,       0.996,   3.541e-01,     -0.4258
 172,   1.227e+01,  -2.014e+01,   9.524e-01,      -0.034,       0.004,       0.999,   4.105e-01,     -0.4071
 173,   1.265e+01,  -2.014e+01,   9.556e-01,       0.015,       0.028,       0.999,   4.403e-01,     -0.3905
 174,   1.305e+01,  -2.014e+01,   9.384e-01,       0.072,       0.054,       0.996,   4.416e-01,     -0.3468
 175,   1.343e+01,  -2.014e+01,   9.014e-01,       0.123,       0.076,       0.989,   4.140e-01,     -0.2573
 176,   1.377e+01,  -2.014e+01,   8.538e-01,       0.156,       0.089,       0.984,   3.575e-01,     -0.1545
 177,   1.404e+01,  -2.014e+01,   8.067e-01,       0.182,       0.098,       0.978,   2.758e-01,     -0.0583
 178,   1.424e+01,  -2.014e+01,   7.671e-01,       0.221,       0.112,       0.969,   1.751e-01,      0.0937
 179,   1.434e+01,  -2.015e+01,   7.443e-01,       0.210,       0.108,       0.972,   5.954e-02,      0.1892
Strip 8
 180,   1.393e+01,  -1.895e+01,   6.950e-01,      -0.004,      -0.038,      -0.999,   7.132e-02,      0.2175
 181,   1.382e+01,  -1.895e+01,   6.946e-01,       0.006,      -0.035,      -0.999,   2.091e-01,      0.2080
 182,   1.360e+01,  -1.895e+01,   6.894e-01,       0.037,      -0.023,      -0.999,   3.328e-01,      0.1868
 183,   1.330e+01,  -1.895e+01,   6.715e-01,       0.076,      -0.008,      -0.997,   4.347e-01,      0.1456
 184,   1.293e+01,  -1.895e+01,   6.350e-01,       0.118,       0.008,      -0.993,   5.085e-01,      0.0646
 185,   1.252e+01,  -1.895e+01,   5.865e-01,       0.116,       0.008,      -0.993,   5.456e-01,     -0.0694
 186,   1.209e+01,  -1.895e+01,   5.509e-01,       0.050,      -0.023,      -0.998,   5.425e-01,     -0.1798
 187,   1.168e+01,  -1.895e+01,   5.431e-01,      -0.014,      -0.054,      -0.998,   5.052e-01,     -0.2005
 188,   1.131e+01,  -1.895e+01,   5.572e-01,      -0.066,      -0.080,      -0.995,   4.352e-01,     -0.1806
 189,   1.101e+01,  -1.895e+01,   5.846e-01,      -0.122,      -0.109,      -0.986,   3.365e-01,     -0.1563
 190,   1.080e+01,  -1.895e+01,   6.204e-01,      -0.229,      -0.167,      -0.959,   2.173e-01,     -0.1808
 191,   1.069e+01,  -1.895e+01,   6.688e-01,      -0.662,      -0.396,      -0.636,   1.107e-01,      0.3780
 192,   1.069e+01,  -1.895e+01,   7.385e-01,      -0.750,      -0.403,       0.524,   1.381e-01,      0.4253
 193,   1.080e+01,  -1.895e+01,   8.115e-01,      -0.358,      -0.172,       0.918,   2.286e-01,     -0.4329
 194,   1.101e+01,  -1.895e+01,   8.664e-01,      -0.170,      -0.067,       0.983,   3.386e-01,     -0.4716
 195,   1.131e+01,  -1.895e+01,   9.046e-01,      -0.090,      -0.024,       0.996,   4.354e-01,     -0.4257
 196,   1.168e+01,  -1.895e+01,   9.268e-01,      -0.034,       0.004,       0.999,   5.048e-01,     -0.4075
 197,   1.209e+01,  -1.895e+01,   9.303e-01,       0.015,       0.028,       0.999,   5.414e-01,     -0.3913
 198,   1.252e+01,  -1.895e+01,   9.116e-01,       0.072,       0.054,       0.996,   5.431e-01,     -0.3478
 199,   1.293e+01,  -1.895e+01,   8.715e-01,       0.123,       0.076,       0.989,   5.092e-01,     -0.2585
 200,   1.330e+01,  -1.895e+01,   8.198e-01,       0.156,       0.089,       0.984,   4.397e-01,     -0.1556
 201,   1.360e+01,  -1.895e+01,   7.686e-01,       0.182,       0.098,       0.978,   3.392e-01,     -0.0593
 202,   1.382e+01,  -1.895e+01,   7.257e-01,       0.221,       0.112,       0.969,   2.153e-01,      0.0929
 203,   1.393e+01,  -1.895e+01,   7.009e-01,       0.210,       0.108,       0.972,   7.323e-02,      0.1885
Strip 9
 204,   1.346e+01,  -1.761e+01,   6.459e-01,      -0.004,      -0.038,      -0.999,   8.612e-02,      0.2174
 205,   1.334e+01,  -1.761e+01,   6.455e-01,       0.006,      -0.035,      -0.999,   2.525e-01,      0.2080
 206,   1.311e+01,  -1.761e+01,   6.398e-01,       0.037,      -0.023,      -0.999,   4.018e-01,      0.1867
 207,   1.278e+01,  -1.761e+01,   6.204e-01,       0.076,      -0.008,      -0.997,   5.249e-01,      0.1456
 208,   1.238e+01,  -1.761e+01,   5.806e-01,       0.118,       0.008,      -0.993,   6.139e-01,      0.0645
 209,   1.193e+01,  -1.761e+01,   5.278e-01,       0.116,       0.008,      -0.993,   6.588e-01,     -0.0698
 210,   1.147e+01,  -1.761e+01,   4.891e-01,       0.050,      -0.023,      -0.998,   6.550e-01,     -0.1805
 211,   1.102e+01,  -1.761e+01,   4.806e-01,      -0.014,      -0.054,      -0.998,   6.101e-01,     -0.2015
 212,   1.062e+01,  -1.761e+01,   4.959e-01,      -0.066,      -0.080,      -0.995,   5.256e-01,     -0.1821
 213,   1.029e+01,  -1.761e+01,   5.258e-01,      -0.122,      -0.109,      -0.986,   4.065e-01,     -0.1588
 214,   1.006e+01,  -1.761e+01,   5.647e-01,      -0.229,      -0.167,      -0.959,   2.625e-01,     -0.1857
 215,   9.938e+00,  -1.761e+01,   6.174e-01,      -0.662,      -0.395,      -0.637,   1.338e-01,      0.3720
 216,   9.938e+00,  -1.761e+01,   6.932e-01,      -0.751,      -0.403,       0.523,   1.667e-01,      0.4311
 217,   1.006e+01,  -1.761e+01,   7.726e-01,      -0.358,      -0.172,       0.918,   2.759e-01,     -0.4273
 218,   1.029e+01,  -1.761e+01,   8.324e-01,      -0.170,      -0.067,       0.983,   4.088e-01,     -0.4685
 219,   1.062e+01,  -1.761e+01,   8.739e-01,      -0.090,      -0.024,       0.996,   5.256e-01,     -0.4240
 220,   1.102e+01,  -1.761e+01,   8.982e-01,      -0.034,       0.004,       0.999,   6.095e-01,     -0.4064
 221,   1.147e+01,  -1.761e+01,   9.020e-01,       0.015,       0.028,       0.999,   6.538e-01,     -0.3907
 222,   1.193e+01,  -1.761e+01,   8.816e-01,       0.072,       0.054,       0.996,   6.558e-01,     -0.3477
 223,   1.238e+01,  -1.761e+01,   8.380e-01,       0.123,       0.076,       0.989,   6.149e-01,     -0.2586
 224,   1.278e+01,  -1.761e+01,   7.817e-01,       0.156,       0.089,       0.984,   5.310e-01,     -0.1559
 225,   1.311e+01,  -1.761e+01,   7.260e-01,       0.181,       0.098,       0.978,   4.097e-01,     -0.0597
 226,   1.334e+01,  -1.761e+01,   6.793e-01,       0.221,       0.112,       0.969,   2.601e-01,      0.0925
 227,   1.346e+01,  -1.761e+01,   6.523e-01,       0.210,       0.108,       0.972,   8.845e-02,      0.1881
Strip 10
 228,   1.295e+01,  -1.614e+01,   5.919e-01,      -0.004,      -0.038,      -0.999,   1.023e-01,      0.2174
 229,   1.282e+01,  -1.614e+01,   5.914e-01,       0.006,      -0.035,      -0.999,   3.001e-01,      0.2079
 230,   1.257e+01,  -1.614e+01,   5.852e-01,       0.037,      -0.023,      -0.999,   4.776e-01,      0.1866
 231,   1.221e+01,  -1.614e+01,   5.641e-01,       0.076,      -0.008,      -0.997,   6.238e-01,      0.1454
 232,   1.177e+01,  -1.614e+01,   5.207e-01,       0.118,       0.008,      -0.993,   7.296e-01,      0.0641
 233,   1.128e+01,  -1.614e+01,   4.633e-01,       0.116,       0.008,      -0.993,   7.828e-01,     -0.0705
 234,   1.078e+01,  -1.614e+01,   4.211e-01,       0.050,      -0.023,      -0.998,   7.784e-01,     -0.1817
 235,   1.029e+01,  -1.614e+01,   4.119e-01,      -0.014,      -0.054,      -0.998,   7.251e-01,     -0.2032
 236,   9.852e+00,  -1.614e+01,   4.285e-01,      -0.066,      -0.080,      -0.995,   6.248e-01,     -0.1845
 237,   9.495e+00,  -1.614e+01,   4.610e-01,      -0.122,      -0.109,      -0.986,   4.832e-01,     -0.1625
 238,   9.242e+00,  -1.614e+01,   5.035e-01,      -0.229,      -0.167,      -0.959,   3.121e-01,     -0.1928
 239,   9.111e+00,  -1.614e+01,   5.609e-01,      -0.661,      -0.395,      -0.638,   1.591e-01,      0.3638
 240,   9.111e+00,  -1.614e+01,   6.434e-01,      -0.751,      -0.404,       0.522,   1.980e-01,      0.4388
 241,   9.242e+00,  -1.614e+01,   7.299e-01,      -0.358,      -0.172,       0.918,   3.277e-01,     -0.4192
 242,   9.495e+00,  -1.613e+01,   7.950e-01,      -0.170,      -0.067,       0.983,   4.858e-01,     -0.4638
 243,   9.852e+00,  -1.613e+01,   8.402e-01,      -0.090,      -0.024,       0.996,   6.247e-01,     -0.4210
 244,   1.029e+01,  -1.613e+01,   8.666e-01,      -0.034,       0.004,       0.999,   7.244e-01,     -0.4044
 245,   1.078e+01,  -1.613e+01,   8.708e-01,       0.015,       0.028,       0.999,   7.770e-01,     -0.3893
 246,   1.128e+01,  -1.613e+01,   8.486e-01,       0.072,       0.054,       0.996,   7.795e-01,     -0.3467
 247,   1.177e+01,  -1.613e+01,   8.011e-01,       0.123,       0.076,       0.989,   7.310e-01,     -0.2580
 248,   1.221e+01,  -1.614e+01,   7.398e-01,       0.156,       0.089,       0.984,   6.312e-01,     -0.1556
 249,   1.257e+01,  -1.614e+01,   6.792e-01,       0.181,       0.098,       0.978,   4.870e-01,     -0.0597
 250,   1.282e+01,  -1.614e+01,   6.283e-01,       0.221,       0.112,       0.969,   3.091e-01,      0.0923
 251,   1.295e+01,  -1.614e+01,   5.989e-01,       0.210,       0.108,       0.972,   1.051e-01,      0.1878
Strip 11
 252,   1.239e+01,  -1.454e+01,   5.333e-01,      -0.004,      -0.038,      -0.999,   1.199e-01,      0.2173
 253,   1.225e+01,  -1.454e+01,   5.329e-01,       0.006,      -0.035,      -0.999,   3.515e-01,      0.2078
 254,   1.198e+01,  -1.454e+01,   5.261e-01,       0.037,      -0.023,      -0.999,   5.594e-01,      0.1864
 255,   1.159e+01,  -1.454e+01,   5.031e-01,       0.076,      -0.008,      -0.997,   7.306e-01,      0.1451
 256,   1.111e+01,  -1.454e+01,   4.559e-01,       0.118,       0.008,      -0.993,   8.545e-01,      0.0635
 257,   1.058e+01,  -1.454e+01,   3.933e-01,       0.116,       0.008,      -0.993,   9.169e-01,     -0.0716
 258,   1.003e+01,  -1.454e+01,   3.474e-01,       0.050,      -0.023,      -0.998,   9.118e-01,     -0.1833
 259,   9.499e+00,  -1.454e+01,   3.374e-01,      -0.014,      -0.054,      -0.998,   8.494e-01,     -0.2055
 260,   9.022e+00,  -1.454e+01,   3.555e-01,      -0.066,      -0.080,      -0.995,   7.319e-01,     -0.1877
 261,   8.634e+00,  -1.454e+01,   3.909e-01,      -0.122,      -0.109,      -0.986,   5.661e-01,     -0.1671
 262,   8.359e+00,  -1.454e+01,   4.371e-01,      -0.229,      -0.167,      -0.959,   3.657e-01,     -0.2014
 263,   8.216e+00,  -1.454e+01,   4.996e-01,      -0.661,      -0.395,      -0.638,   1.865e-01,      0.3538
 264,   8.216e+00,  -1.454e+01,   5.894e-01,      -0.752,      -0.404,       0.522,   2.318e-01,      0.4480
 265,   8.359e+00,  -1.454e+01,   6.836e-01,      -0.359,      -0.172,       0.918,   3.837e-01,     -0.4090
 266,   8.634e+00,  -1.454e+01,   7.545e-01,      -0.171,      -0.067,       0.983,   5.689e-01,     -0.4578
 267,   9.022e+00,  -1.454e+01,   8.038e-01,      -0.090,      -0.024,       0.996,   7.316e-01,     -0.4171
 268,   9.499e+00,  -1.454e+01,   8.325e-01,      -0.034,       0.004,       0.999,   8.485e-01,     -0.4016
 269,   1.003e+01,  -1.454e+01,   8.370e-01,       0.015,       0.028,       0.999,   9.102e-01,     -0.3873
 270,   1.058e+01,  -1.454e+01,   8.129e-01,       0.072,       0.054,       0.996,   9.132e-01,     -0.3453
 271,   1.111e+01,  -1.454e+01,   7.611e-01,       0.123,       0.076,       0.989,   8.563e-01,     -0.2571
 272,   1.159e+01,  -1.454e+01,   6.944e-01,       0.156,       0.089,       0.984,   7.395e-01,     -0.1551
 273,   1.198e+01,  -1.454e+01,   6.284e-01,       0.181,       0.098,       0.978,   5.705e-01,     -0.0594
 274,   1.225e+01,  -1.454e+01,   5.730e-01,       0.221,       0.112,       0.969,   3.622e-01,      0.0922
 275,   1.239e+01,  -1.454e+01,   5.410e-01,       0.210,       0.108,       0.972,   1.232e-01,      0.1876
Strip 12
 276,   1.180e+01,  -1.283e+01,   4.708e-01,      -0.004,      -0.038,      -0.999,   1.385e-01,      0.2172
 277,   1.165e+01,  -1.283e+01,   4.703e-01,       0.006,      -0.035,      -0.999,   4.062e-01,      0.2076
 278,   1.135e+01,  -1.283e+01,   4.629e-01,       0.037,      -0.023,      -0.999,   6.464e-01,      0.1861
 279,   1.092e+01,  -1.283e+01,   4.379e-01,       0.076,      -0.008,      -0.997,   8.442e-01,      0.1446
 280,   1.041e+01,  -1.283e+01,   3.866e-01,       0.118,       0.008,      -0.993,   9.873e-01,      0.0627
 281,   9.828e+00,  -1.284e+01,   3.186e-01,       0.116,       0.008,      -0.993,   1.059e+00,     -0.0730
 282,   9.231e+00,  -1.284e+01,   2.687e-01,       0.050,      -0.023,      -0.998,   1.054e+00,     -0.1853
 283,   8.653e+00,  -1.284e+01,   2.577e-01,      -0.014,      -0.054,      -0.998,   9.815e-01,     -0.2082
 284,   8.136e+00,  -1.284e+01,   2.774e-01,      -0.066,      -0.080,      -0.995,   8.458e-01,     -0.1914
 285,   7.713e+00,  -1.284e+01,   3.159e-01,      -0.122,      -0.109,      -0.986,   6.542e-01,     -0.1725
 286,   7.414e+00,  -1.284e+01,   3.661e-01,      -0.229,      -0.167,      -0.959,   4.227e-01,     -0.2119
 287,   7.259e+00,  -1.283e+01,   4.341e-01,      -0.660,      -0.395,      -0.639,   2.156e-01,      0.3420
 288,   7.259e+00,  -1.283e+01,   5.317e-01,      -0.752,      -0.404,       0.521,   2.678e-01,      0.4584
 289,   7.414e+00,  -1.283e+01,   6.341e-01,      -0.359,      -0.172,       0.917,   4.433e-01,     -0.3970
 290,   7.713e+00,  -1.283e+01,   7.112e-01,      -0.171,      -0.067,       0.983,   6.573e-01,     -0.4507
 291,   8.136e+00,  -1.283e+01,   7.647e-01,      -0.090,      -0.024,       0.996,   8.454e-01,     -0.4124
 292,   8.653e+00,  -1.283e+01,   7.960e-01,      -0.034,       0.004,       0.999,   9.804e-01,     -0.3982
 293,   9.231e+00,  -1.283e+01,   8.009e-01,       0.015,       0.028,       0.999,   1.052e+00,     -0.3847
 294,   9.828e+00,  -1.283e+01,   7.747e-01,       0.072,       0.054,       0.996,   1.055e+00,     -0.3435
 295,   1.041e+01,  -1.283e+01,   7.184e-01,       0.123,       0.076,       0.989,   9.897e-01,     -0.2559
 296,   1.092e+01,  -1.283e+01,   6.459e-01,       0.156,       0.089,       0.984,   8.547e-01,     -0.1543
 297,   1.135e+01,  -1.283e+01,   5.741e-01,       0.181,       0.098,       0.979,   6.594e-01,     -0.0591
 298,   1.165e+01,  -1.283e+01,   5.138e-01,       0.221,       0.112,       0.969,   4.186e-01,      0.0922
 299,   1.180e+01,  -1.283e+01,   4.791e-01,       0.210,       0.108,       0.972,   1.424e-01,      0.1874
Strip 13
 300,   1.117e+01,  -1.103e+01,   4.046e-01,      -0.004,      -0.038,      -0.999,   1.580e-01,      0.2171
 301,   1.100e+01,  -1.103e+01,   4.041e-01,       0.006,      -0.035,      -0.999,   4.633e-01,      0.2074
 302,   1.068e+01,  -1.103e+01,   3.960e-01,       0.037,      -0.023,      -0.999,   7.373e-01,      0.1857
 303,   1.022e+01,  -1.103e+01,   3.689e-01,       0.076,      -0.008,      -0.997,   9.630e-01,      0.1440
 304,   9.660e+00,  -1.103e+01,   3.133e-01,       0.118,       0.008,      -0.993,   1.126e+00,      0.0618
 305,   9.034e+00,  -1.103e+01,   2.395e-01,       0.116,       0.008,      -0.993,   1.208e+00,     -0.0745
 306,   8.386e+00,  -1.103e+01,   1.854e-01,       0.050,      -0.023,      -0.998,   1.202e+00,     -0.1878
 307,   7.759e+00,  -1.103e+01,   1.735e-01,      -0.014,      -0.054,      -0.998,   1.120e+00,     -0.2114
 308,   7.198e+00,  -1.103e+01,   1.949e-01,      -0.066,      -0.080,      -0.995,   9.649e-01,     -0.1956
 309,   6.739e+00,  -1.103e+01,   2.366e-01,      -0.122,      -0.109,      -0.986,   7.464e-01,     -0.1788
 310,   6.415e+00,  -1.103e+01,   2.911e-01,      -0.229,      -0.166,      -0.959,   4.823e-01,     -0.2238
 311,   6.247e+00,  -1.103e+01,   3.648e-01,      -0.660,      -0.395,      -0.639,   2.461e-01,      0.3283
 312,   6.247e+00,  -1.103e+01,   4.707e-01,      -0.752,      -0.404,       0.520,   3.053e-01,      0.4699
 313,   6.415e+00,  -1.103e+01,   5.818e-01,      -0.359,      -0.172,       0.917,   5.055e-01,     -0.3830
 314,   6.739e+00,  -1.103e+01,   6.654e-01,      -0.171,      -0.067,       0.983,   7.497e-01,     -0.4423
 315,   7.198e+00,  -1.103e+01,   7.235e-01,      -0.090,      -0.024,       0.996,   9.643e-01,     -0.4068
 316,   7.759e+00,  -1.103e+01,   7.573e-01,      -0.034,       0.004,       0.999,   1.118e+00,     -0.3942
 317,   8.386e+00,  -1.103e+01,   7.627e-01,       0.015,       0.028,       0.999,   1.200e+00,     -0.3818
 318,   9.034e+00,  -1.103e+01,   7.343e-01,       0.072,       0.054,       0.996,   1.204e+00,     -0.3413
 319,   9.660e+00,  -1.103e+01,   6.732e-01,       0.123,       0.076,       0.989,   1.129e+00,     -0.2544
 320,   1.022e+01,  -1.103e+01,   5.946e-01,       0.156,       0.089,       0.984,   9.751e-01,     -0.1535
 321,   1.068e+01,  -1.103e+01,   5.167e-01,       0.181,       0.098,       0.979,   7.523e-01,     -0.0587
 322,   1.100e+01,  -1.103e+01,   4.513e-01,       0.221,       0.112,       0.969,   4.776e-01,      0.0922
 323,   1.117e+01,  -1.103e+01,   4.136e-01,       0.210,       0.108,       0.972,   1.624e-01,      0.1872
Strip 14
 324,   1.052e+01,  -9.141e+00,   3.354e-01,      -0.004,      -0.038,      -0.999,   1.781e-01,      0.2169
 325,   1.033e+01,  -9.141e+00,   3.348e-01,       0.006,      -0.035,      -0.999,   5.220e-01,      0.2070
 326,   9.983e+00,  -9.141e+00,   3.261e-01,       0.037,      -0.023,      -0.999,   8.307e-01,      0.1851
 327,   9.488e+00,  -9.141e+00,   2.968e-01,       0.076,      -0.008,      -0.997,   1.085e+00,      0.1432
 328,   8.880e+00,  -9.141e+00,   2.366e-01,       0.118,       0.008,      -0.993,   1.269e+00,      0.0606
 329,   8.203e+00,  -9.142e+00,   1.568e-01,       0.116,       0.008,      -0.993,   1.361e+00,     -0.0764
 330,   7.501e+00,  -9.142e+00,   9.824e-02,       0.050,      -0.023,      -0.998,   1.354e+00,     -0.1905
 331,   6.824e+00,  -9.142e+00,   8.538e-02,      -0.014,      -0.054,      -0.998,   1.261e+00,     -0.2151
