xflr5 v6.61

Project Wing
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  20.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   1.822068
Cy    = ,   0.000000
Cd=,   0.100303,ICd=,    0.100303,PCd=,    0.000000
Cl   = ,-5.37791e-15
Cm   =,    -2.55629
ICn=,    0.000000,PCn=,    0.000000
XCP=,    7.469389, YCP=,    0.000000, ZCP=,    0.563705 
XNP=,    0.000000
Bending =, 114713.817872

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -23.8795,   2.2299,-11.544, 0.637247, 0.000000, 0.130123,-4.326832, 0.077912, 0.0000, 0.0000, 0.1346, 0.0000
  -23.6977,   2.2692, -9.511, 1.054153, 0.000000, 0.176543,-6.826276, 0.041012, 0.0000, 0.0000, 0.2082, 1.4718
  -23.3357,   2.3476, -7.948, 1.414692, 0.000000, 0.197392,-8.691083, 0.030875, 0.0000, 0.0000, 0.2236,19.1756
  -22.7960,   2.4644, -6.458, 1.674048, 0.000000, 0.189347,-9.686865, 0.003602, 0.0000, 0.0000, 0.2430,96.2502
  -22.0828,   2.6189, -5.138, 1.837124, 0.000000, 0.165005,-9.793113,-0.019227, 0.0000, 0.0000, 0.2554,313.7024
  -21.2015,   2.8097, -4.121, 1.926318, 0.000000, 0.138552,-9.274820,-0.033591, 0.0000, 0.0000, 0.2622,794.3893
  -20.1589,   3.0354, -3.441, 1.965948, 0.000000, 0.117963,-8.409726,-0.041566, 0.0000, 0.0000, 0.2659,1703.5272
  -18.9629,   3.2943, -3.045, 1.974114, 0.000000, 0.104709,-7.397995,-0.045798, 0.0000, 0.0000, 0.2679,3247.4891
  -17.6226,   3.5845, -2.853, 1.962145, 0.000000, 0.097445,-6.361866,-0.048001, 0.0000, 0.0000, 0.2691,5671.0761
  -16.1481,   3.9038, -2.801, 1.936599, 0.000000, 0.094381,-5.369253,-0.049103, 0.0000, 0.0000, 0.2700,9252.5757
  -14.5508,   4.2496, -2.844, 1.901092, 0.000000, 0.094036,-4.454338,-0.049616, 0.0000, 0.0000, 0.2707,14295.8852
  -12.8427,   4.6194, -2.951, 1.857424, 0.000000, 0.095277,-3.631575,-0.049808, 0.0000, 0.0000, 0.2714,21119.2497
  -11.0368,   5.0104, -3.099, 1.806254, 0.000000, 0.097222,-2.904092,-0.049879, 0.0000, 0.0000, 0.2722,30040.4724
   -9.1470,   5.4196, -3.267, 1.747395, 0.000000, 0.099057,-2.269238,-0.050052, 0.0000, 0.0000, 0.2733,41358.8049
   -7.1875,   5.8438, -3.430, 1.679923, 0.000000, 0.099798,-1.721738,-0.050748, 0.0000, 0.0000, 0.2749,55334.0031
   -5.1734,   6.2799, -3.541, 1.602112, 0.000000, 0.097896,-1.255990,-0.053027, 0.0000, 0.0000, 0.2778,72163.2733
   -3.1199,   6.7245, -3.495, 1.511073, 0.000000, 0.090195,-0.868703,-0.059912, 0.0000, 0.0000, 0.2843,91956.9891
   -1.0426,   7.1743, -2.973, 1.396235, 0.000000, 0.065956,-0.563674,-0.082483, 0.0000, 0.0000, 0.3038,114713.8179
    1.0426,   7.1743, -2.973, 1.396235, 0.000000, 0.065956,-0.563674,-0.082483, 0.0000, 0.0000, 0.3038,114713.8179
    3.1199,   6.7245, -3.495, 1.511073, 0.000000, 0.090195,-0.868703,-0.059912, 0.0000, 0.0000, 0.2843,91956.9891
    5.1734,   6.2799, -3.541, 1.602112, 0.000000, 0.097896,-1.255990,-0.053027, 0.0000, 0.0000, 0.2778,72163.2733
    7.1875,   5.8438, -3.430, 1.679923, 0.000000, 0.099798,-1.721738,-0.050748, 0.0000, 0.0000, 0.2749,55334.0031
    9.1470,   5.4196, -3.267, 1.747395, 0.000000, 0.099057,-2.269238,-0.050052, 0.0000, 0.0000, 0.2733,41358.8049
   11.0368,   5.0104, -3.099, 1.806254, 0.000000, 0.097222,-2.904092,-0.049879, 0.0000, 0.0000, 0.2722,30040.4724
   12.8427,   4.6194, -2.951, 1.857424, 0.000000, 0.095277,-3.631575,-0.049808, 0.0000, 0.0000, 0.2714,21119.2497
   14.5508,   4.2496, -2.844, 1.901092, 0.000000, 0.094036,-4.454338,-0.049616, 0.0000, 0.0000, 0.2707,14295.8852
   16.1481,   3.9038, -2.801, 1.936599, 0.000000, 0.094381,-5.369253,-0.049103, 0.0000, 0.0000, 0.2700,9252.5757
   17.6226,   3.5845, -2.853, 1.962145, 0.000000, 0.097445,-6.361866,-0.048001, 0.0000, 0.0000, 0.2691,5671.0761
   18.9629,   3.2943, -3.045, 1.974114, 0.000000, 0.104709,-7.397995,-0.045798, 0.0000, 0.0000, 0.2679,3247.4891
   20.1589,   3.0354, -3.441, 1.965948, 0.000000, 0.117963,-8.409726,-0.041566, 0.0000, 0.0000, 0.2659,1703.5272
   21.2015,   2.8097, -4.121, 1.926318, 0.000000, 0.138552,-9.274820,-0.033591, 0.0000, 0.0000, 0.2622,794.3893
   22.0828,   2.6189, -5.138, 1.837124, 0.000000, 0.165005,-9.793113,-0.019227, 0.0000, 0.0000, 0.2554,313.7024
   22.7960,   2.4644, -6.458, 1.674048, 0.000000, 0.189347,-9.686865, 0.003602, 0.0000, 0.0000, 0.2430,96.2502
   23.3357,   2.3476, -7.948, 1.414692, 0.000000, 0.197392,-8.691083, 0.030875, 0.0000, 0.0000, 0.2236,19.1756
   23.6977,   2.2692, -9.511, 1.054153, 0.000000, 0.176543,-6.826276, 0.041012, 0.0000, 0.0000, 0.2082, 1.4718
   23.8795,   2.2299,-11.544, 0.637247, 0.000000, 0.130123,-4.326832, 0.077912, 0.0000, 0.0000, 0.1346, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 147,   1.248e+01,  -2.118e+01,   9.557e-01,      -0.090,      -0.024,       0.996,   2.817e-01,     -2.3554
 148,   1.279e+01,  -2.118e+01,   9.747e-01,      -0.034,       0.004,       0.999,   3.266e-01,     -1.6116
 149,   1.314e+01,  -2.118e+01,   9.777e-01,       0.015,       0.028,       0.999,   3.502e-01,     -1.1678
 150,   1.351e+01,  -2.118e+01,   9.617e-01,       0.072,       0.054,       0.996,   3.512e-01,     -0.8239
 151,   1.386e+01,  -2.118e+01,   9.275e-01,       0.123,       0.076,       0.989,   3.293e-01,     -0.5140
 152,   1.417e+01,  -2.118e+01,   8.835e-01,       0.156,       0.089,       0.984,   2.843e-01,     -0.2614
 153,   1.443e+01,  -2.119e+01,   8.398e-01,       0.182,       0.098,       0.978,   2.193e-01,     -0.0604
 154,   1.461e+01,  -2.119e+01,   8.032e-01,       0.221,       0.112,       0.969,   1.392e-01,      0.1802
 155,   1.470e+01,  -2.119e+01,   7.821e-01,       0.210,       0.108,       0.972,   4.735e-02,      0.2984
Strip 7
 156,   1.434e+01,  -2.015e+01,   7.388e-01,      -0.004,      -0.038,      -0.999,   5.800e-02,      0.2959
 157,   1.424e+01,  -2.015e+01,   7.385e-01,       0.006,      -0.035,      -0.999,   1.700e-01,      0.3207
 158,   1.404e+01,  -2.015e+01,   7.336e-01,       0.037,      -0.023,      -0.999,   2.706e-01,      0.3496
 159,   1.377e+01,  -2.015e+01,   7.172e-01,       0.076,      -0.008,      -0.997,   3.535e-01,      0.3686
 160,   1.343e+01,  -2.015e+01,   6.835e-01,       0.118,       0.008,      -0.993,   4.136e-01,      0.3778
 161,   1.305e+01,  -2.015e+01,   6.388e-01,       0.116,       0.008,      -0.993,   4.438e-01,      0.3976
 162,   1.265e+01,  -2.015e+01,   6.061e-01,       0.050,      -0.023,      -0.998,   4.412e-01,      0.4742
 163,   1.227e+01,  -2.015e+01,   5.989e-01,      -0.014,      -0.054,      -0.998,   4.108e-01,      0.5953
 164,   1.193e+01,  -2.015e+01,   6.118e-01,      -0.066,      -0.080,      -0.995,   3.539e-01,      0.7120
 165,   1.166e+01,  -2.015e+01,   6.371e-01,      -0.122,      -0.109,      -0.986,   2.736e-01,      0.7012
 166,   1.146e+01,  -2.015e+01,   6.701e-01,      -0.229,      -0.167,      -0.959,   1.767e-01,     -0.4923
 167,   1.136e+01,  -2.015e+01,   7.147e-01,      -0.663,      -0.396,      -0.636,   8.997e-02,     -7.1920
 168,   1.136e+01,  -2.014e+01,   7.789e-01,      -0.750,      -0.403,       0.525,   1.124e-01,    -14.7378
 169,   1.146e+01,  -2.014e+01,   8.461e-01,      -0.358,      -0.171,       0.918,   1.860e-01,     -8.6067
 170,   1.166e+01,  -2.014e+01,   8.967e-01,      -0.170,      -0.067,       0.983,   2.755e-01,     -4.0361
 171,   1.193e+01,  -2.014e+01,   9.319e-01,      -0.090,      -0.024,       0.996,   3.541e-01,     -2.3916
 172,   1.227e+01,  -2.014e+01,   9.524e-01,      -0.034,       0.004,       0.999,   4.105e-01,     -1.6433
 173,   1.265e+01,  -2.014e+01,   9.556e-01,       0.015,       0.028,       0.999,   4.403e-01,     -1.1961
 174,   1.305e+01,  -2.014e+01,   9.384e-01,       0.072,       0.054,       0.996,   4.416e-01,     -0.8473
 175,   1.343e+01,  -2.014e+01,   9.014e-01,       0.123,       0.076,       0.989,   4.140e-01,     -0.5306
 176,   1.377e+01,  -2.014e+01,   8.538e-01,       0.156,       0.089,       0.984,   3.575e-01,     -0.2711
 177,   1.404e+01,  -2.014e+01,   8.067e-01,       0.182,       0.098,       0.978,   2.758e-01,     -0.0641
 178,   1.424e+01,  -2.014e+01,   7.671e-01,       0.221,       0.112,       0.969,   1.751e-01,      0.1813
 179,   1.434e+01,  -2.015e+01,   7.443e-01,       0.210,       0.108,       0.972,   5.954e-02,      0.3021
Strip 8
 180,   1.393e+01,  -1.895e+01,   6.950e-01,      -0.004,      -0.038,      -0.999,   7.132e-02,      0.3032
 181,   1.382e+01,  -1.895e+01,   6.946e-01,       0.006,      -0.035,      -0.999,   2.091e-01,      0.3293
 182,   1.360e+01,  -1.895e+01,   6.894e-01,       0.037,      -0.023,      -0.999,   3.328e-01,      0.3601
 183,   1.330e+01,  -1.895e+01,   6.715e-01,       0.076,      -0.008,      -0.997,   4.347e-01,      0.3803
 184,   1.293e+01,  -1.895e+01,   6.350e-01,       0.118,       0.008,      -0.993,   5.085e-01,      0.3899
 185,   1.252e+01,  -1.895e+01,   5.865e-01,       0.116,       0.008,      -0.993,   5.456e-01,      0.4092
 186,   1.209e+01,  -1.895e+01,   5.509e-01,       0.050,      -0.023,      -0.998,   5.425e-01,      0.4843
 187,   1.168e+01,  -1.895e+01,   5.431e-01,      -0.014,      -0.054,      -0.998,   5.052e-01,      0.6034
 188,   1.131e+01,  -1.895e+01,   5.572e-01,      -0.066,      -0.080,      -0.995,   4.352e-01,      0.7184
 189,   1.101e+01,  -1.895e+01,   5.846e-01,      -0.122,      -0.109,      -0.986,   3.365e-01,      0.7081
 190,   1.080e+01,  -1.895e+01,   6.204e-01,      -0.229,      -0.167,      -0.959,   2.173e-01,     -0.4686
 191,   1.069e+01,  -1.895e+01,   6.688e-01,      -0.662,      -0.396,      -0.636,   1.107e-01,     -7.0947
 192,   1.069e+01,  -1.895e+01,   7.385e-01,      -0.750,      -0.403,       0.524,   1.381e-01,    -14.6438
 193,   1.080e+01,  -1.895e+01,   8.115e-01,      -0.358,      -0.172,       0.918,   2.286e-01,     -8.5697
 194,   1.101e+01,  -1.895e+01,   8.664e-01,      -0.170,      -0.067,       0.983,   3.386e-01,     -4.0249
 195,   1.131e+01,  -1.895e+01,   9.046e-01,      -0.090,      -0.024,       0.996,   4.354e-01,     -2.3906
 196,   1.168e+01,  -1.895e+01,   9.268e-01,      -0.034,       0.004,       0.999,   5.048e-01,     -1.6471
 197,   1.209e+01,  -1.895e+01,   9.303e-01,       0.015,       0.028,       0.999,   5.414e-01,     -1.2022
 198,   1.252e+01,  -1.895e+01,   9.116e-01,       0.072,       0.054,       0.996,   5.431e-01,     -0.8536
 199,   1.293e+01,  -1.895e+01,   8.715e-01,       0.123,       0.076,       0.989,   5.092e-01,     -0.5359
 200,   1.330e+01,  -1.895e+01,   8.198e-01,       0.156,       0.089,       0.984,   4.397e-01,     -0.2744
 201,   1.360e+01,  -1.895e+01,   7.686e-01,       0.182,       0.098,       0.978,   3.392e-01,     -0.0653
 202,   1.382e+01,  -1.895e+01,   7.257e-01,       0.221,       0.112,       0.969,   2.153e-01,      0.1817
 203,   1.393e+01,  -1.895e+01,   7.009e-01,       0.210,       0.108,       0.972,   7.323e-02,      0.3035
Strip 9
 204,   1.346e+01,  -1.761e+01,   6.459e-01,      -0.004,      -0.038,      -0.999,   8.612e-02,      0.3072
 205,   1.334e+01,  -1.761e+01,   6.455e-01,       0.006,      -0.035,      -0.999,   2.525e-01,      0.3338
 206,   1.311e+01,  -1.761e+01,   6.398e-01,       0.037,      -0.023,      -0.999,   4.018e-01,      0.3653
 207,   1.278e+01,  -1.761e+01,   6.204e-01,       0.076,      -0.008,      -0.997,   5.249e-01,      0.3858
 208,   1.238e+01,  -1.761e+01,   5.806e-01,       0.118,       0.008,      -0.993,   6.139e-01,      0.3950
 209,   1.193e+01,  -1.761e+01,   5.278e-01,       0.116,       0.008,      -0.993,   6.588e-01,      0.4130
 210,   1.147e+01,  -1.761e+01,   4.891e-01,       0.050,      -0.023,      -0.998,   6.550e-01,      0.4867
 211,   1.102e+01,  -1.761e+01,   4.806e-01,      -0.014,      -0.054,      -0.998,   6.101e-01,      0.6049
 212,   1.062e+01,  -1.761e+01,   4.959e-01,      -0.066,      -0.080,      -0.995,   5.256e-01,      0.7204
 213,   1.029e+01,  -1.761e+01,   5.258e-01,      -0.122,      -0.109,      -0.986,   4.065e-01,      0.7168
 214,   1.006e+01,  -1.761e+01,   5.647e-01,      -0.229,      -0.167,      -0.959,   2.625e-01,     -0.4138
 215,   9.938e+00,  -1.761e+01,   6.174e-01,      -0.662,      -0.395,      -0.637,   1.338e-01,     -6.8670
 216,   9.938e+00,  -1.761e+01,   6.932e-01,      -0.751,      -0.403,       0.523,   1.667e-01,    -14.3616
 217,   1.006e+01,  -1.761e+01,   7.726e-01,      -0.358,      -0.172,       0.918,   2.759e-01,     -8.4397
 218,   1.029e+01,  -1.761e+01,   8.324e-01,      -0.170,      -0.067,       0.983,   4.088e-01,     -3.9726
 219,   1.062e+01,  -1.761e+01,   8.739e-01,      -0.090,      -0.024,       0.996,   5.256e-01,     -2.3646
 220,   1.102e+01,  -1.761e+01,   8.982e-01,      -0.034,       0.004,       0.999,   6.095e-01,     -1.6326
 221,   1.147e+01,  -1.761e+01,   9.020e-01,       0.015,       0.028,       0.999,   6.538e-01,     -1.1941
 222,   1.193e+01,  -1.761e+01,   8.816e-01,       0.072,       0.054,       0.996,   6.558e-01,     -0.8493
 223,   1.238e+01,  -1.761e+01,   8.380e-01,       0.123,       0.076,       0.989,   6.149e-01,     -0.5335
 224,   1.278e+01,  -1.761e+01,   7.817e-01,       0.156,       0.089,       0.984,   5.310e-01,     -0.2729
 225,   1.311e+01,  -1.761e+01,   7.260e-01,       0.181,       0.098,       0.978,   4.097e-01,     -0.0642
 226,   1.334e+01,  -1.761e+01,   6.793e-01,       0.221,       0.112,       0.969,   2.601e-01,      0.1824
 227,   1.346e+01,  -1.761e+01,   6.523e-01,       0.210,       0.108,       0.972,   8.845e-02,      0.3042
Strip 10
 228,   1.295e+01,  -1.614e+01,   5.919e-01,      -0.004,      -0.038,      -0.999,   1.023e-01,      0.3097
 229,   1.282e+01,  -1.614e+01,   5.914e-01,       0.006,      -0.035,      -0.999,   3.001e-01,      0.3363
 230,   1.257e+01,  -1.614e+01,   5.852e-01,       0.037,      -0.023,      -0.999,   4.776e-01,      0.3677
 231,   1.221e+01,  -1.614e+01,   5.641e-01,       0.076,      -0.008,      -0.997,   6.238e-01,      0.3879
 232,   1.177e+01,  -1.614e+01,   5.207e-01,       0.118,       0.008,      -0.993,   7.296e-01,      0.3961
 233,   1.128e+01,  -1.614e+01,   4.633e-01,       0.116,       0.008,      -0.993,   7.828e-01,      0.4125
 234,   1.078e+01,  -1.614e+01,   4.211e-01,       0.050,      -0.023,      -0.998,   7.784e-01,      0.4845
 235,   1.029e+01,  -1.614e+01,   4.119e-01,      -0.014,      -0.054,      -0.998,   7.251e-01,      0.6021
 236,   9.852e+00,  -1.614e+01,   4.285e-01,      -0.066,      -0.080,      -0.995,   6.248e-01,      0.7197
 237,   9.495e+00,  -1.614e+01,   4.610e-01,      -0.122,      -0.109,      -0.986,   4.832e-01,      0.7266
 238,   9.242e+00,  -1.614e+01,   5.035e-01,      -0.229,      -0.167,      -0.959,   3.121e-01,     -0.3375
 239,   9.111e+00,  -1.614e+01,   5.609e-01,      -0.661,      -0.395,      -0.638,   1.591e-01,     -6.5475
 240,   9.111e+00,  -1.614e+01,   6.434e-01,      -0.751,      -0.404,       0.522,   1.980e-01,    -13.9428
 241,   9.242e+00,  -1.614e+01,   7.299e-01,      -0.358,      -0.172,       0.918,   3.277e-01,     -8.2419
 242,   9.495e+00,  -1.613e+01,   7.950e-01,      -0.170,      -0.067,       0.983,   4.858e-01,     -3.8906
 243,   9.852e+00,  -1.613e+01,   8.402e-01,      -0.090,      -0.024,       0.996,   6.247e-01,     -2.3208
 244,   1.029e+01,  -1.613e+01,   8.666e-01,      -0.034,       0.004,       0.999,   7.244e-01,     -1.6057
 245,   1.078e+01,  -1.613e+01,   8.708e-01,       0.015,       0.028,       0.999,   7.770e-01,     -1.1765
 246,   1.128e+01,  -1.613e+01,   8.486e-01,       0.072,       0.054,       0.996,   7.795e-01,     -0.8377
 247,   1.177e+01,  -1.613e+01,   8.011e-01,       0.123,       0.076,       0.989,   7.310e-01,     -0.5260
 248,   1.221e+01,  -1.614e+01,   7.398e-01,       0.156,       0.089,       0.984,   6.312e-01,     -0.2684
 249,   1.257e+01,  -1.614e+01,   6.792e-01,       0.181,       0.098,       0.978,   4.870e-01,     -0.0615
 250,   1.282e+01,  -1.614e+01,   6.283e-01,       0.221,       0.112,       0.969,   3.091e-01,      0.1837
 251,   1.295e+01,  -1.614e+01,   5.989e-01,       0.210,       0.108,       0.972,   1.051e-01,      0.3048
Strip 11
 252,   1.239e+01,  -1.454e+01,   5.333e-01,      -0.004,      -0.038,      -0.999,   1.199e-01,      0.3112
 253,   1.225e+01,  -1.454e+01,   5.329e-01,       0.006,      -0.035,      -0.999,   3.515e-01,      0.3376
 254,   1.198e+01,  -1.454e+01,   5.261e-01,       0.037,      -0.023,      -0.999,   5.594e-01,      0.3686
 255,   1.159e+01,  -1.454e+01,   5.031e-01,       0.076,      -0.008,      -0.997,   7.306e-01,      0.3881
 256,   1.111e+01,  -1.454e+01,   4.559e-01,       0.118,       0.008,      -0.993,   8.545e-01,      0.3949
 257,   1.058e+01,  -1.454e+01,   3.933e-01,       0.116,       0.008,      -0.993,   9.169e-01,      0.4091
 258,   1.003e+01,  -1.454e+01,   3.474e-01,       0.050,      -0.023,      -0.998,   9.118e-01,      0.4792
 259,   9.499e+00,  -1.454e+01,   3.374e-01,      -0.014,      -0.054,      -0.998,   8.494e-01,      0.5965
 260,   9.022e+00,  -1.454e+01,   3.555e-01,      -0.066,      -0.080,      -0.995,   7.319e-01,      0.7168
 261,   8.634e+00,  -1.454e+01,   3.909e-01,      -0.122,      -0.109,      -0.986,   5.661e-01,      0.7369
 262,   8.359e+00,  -1.454e+01,   4.371e-01,      -0.229,      -0.167,      -0.959,   3.657e-01,     -0.2462
 263,   8.216e+00,  -1.454e+01,   4.996e-01,      -0.661,      -0.395,      -0.638,   1.865e-01,     -6.1607
 264,   8.216e+00,  -1.454e+01,   5.894e-01,      -0.752,      -0.404,       0.522,   2.318e-01,    -13.4186
 265,   8.359e+00,  -1.454e+01,   6.836e-01,      -0.359,      -0.172,       0.918,   3.837e-01,     -7.9909
 266,   8.634e+00,  -1.454e+01,   7.545e-01,      -0.171,      -0.067,       0.983,   5.689e-01,     -3.7859
 267,   9.022e+00,  -1.454e+01,   8.038e-01,      -0.090,      -0.024,       0.996,   7.316e-01,     -2.2638
 268,   9.499e+00,  -1.454e+01,   8.325e-01,      -0.034,       0.004,       0.999,   8.485e-01,     -1.5694
 269,   1.003e+01,  -1.454e+01,   8.370e-01,       0.015,       0.028,       0.999,   9.102e-01,     -1.1520
 270,   1.058e+01,  -1.454e+01,   8.129e-01,       0.072,       0.054,       0.996,   9.132e-01,     -0.8210
 271,   1.111e+01,  -1.454e+01,   7.611e-01,       0.123,       0.076,       0.989,   8.563e-01,     -0.5152
 272,   1.159e+01,  -1.454e+01,   6.944e-01,       0.156,       0.089,       0.984,   7.395e-01,     -0.2616
 273,   1.198e+01,  -1.454e+01,   6.284e-01,       0.181,       0.098,       0.978,   5.705e-01,     -0.0575
 274,   1.225e+01,  -1.454e+01,   5.730e-01,       0.221,       0.112,       0.969,   3.622e-01,      0.1853
 275,   1.239e+01,  -1.454e+01,   5.410e-01,       0.210,       0.108,       0.972,   1.232e-01,      0.3053
Strip 12
 276,   1.180e+01,  -1.283e+01,   4.708e-01,      -0.004,      -0.038,      -0.999,   1.385e-01,      0.3123
 277,   1.165e+01,  -1.283e+01,   4.703e-01,       0.006,      -0.035,      -0.999,   4.062e-01,      0.3383
 278,   1.135e+01,  -1.283e+01,   4.629e-01,       0.037,      -0.023,      -0.999,   6.464e-01,      0.3685
 279,   1.092e+01,  -1.283e+01,   4.379e-01,       0.076,      -0.008,      -0.997,   8.442e-01,      0.3870
 280,   1.041e+01,  -1.283e+01,   3.866e-01,       0.118,       0.008,      -0.993,   9.873e-01,      0.3922
 281,   9.828e+00,  -1.284e+01,   3.186e-01,       0.116,       0.008,      -0.993,   1.059e+00,      0.4037
 282,   9.231e+00,  -1.284e+01,   2.687e-01,       0.050,      -0.023,      -0.998,   1.054e+00,      0.4715
 283,   8.653e+00,  -1.284e+01,   2.577e-01,      -0.014,      -0.054,      -0.998,   9.815e-01,      0.5885
 284,   8.136e+00,  -1.284e+01,   2.774e-01,      -0.066,      -0.080,      -0.995,   8.458e-01,      0.7121
 285,   7.713e+00,  -1.284e+01,   3.159e-01,      -0.122,      -0.109,      -0.986,   6.542e-01,      0.7473
 286,   7.414e+00,  -1.284e+01,   3.661e-01,      -0.229,      -0.167,      -0.959,   4.227e-01,     -0.1433
 287,   7.259e+00,  -1.283e+01,   4.341e-01,      -0.660,      -0.395,      -0.639,   2.156e-01,     -5.7200
 288,   7.259e+00,  -1.283e+01,   5.317e-01,      -0.752,      -0.404,       0.521,   2.678e-01,    -12.8069
 289,   7.414e+00,  -1.283e+01,   6.341e-01,      -0.359,      -0.172,       0.917,   4.433e-01,     -7.6952
 290,   7.713e+00,  -1.283e+01,   7.112e-01,      -0.171,      -0.067,       0.983,   6.573e-01,     -3.6619
 291,   8.136e+00,  -1.283e+01,   7.647e-01,      -0.090,      -0.024,       0.996,   8.454e-01,     -2.1958
 292,   8.653e+00,  -1.283e+01,   7.960e-01,      -0.034,       0.004,       0.999,   9.804e-01,     -1.5256
 293,   9.231e+00,  -1.283e+01,   8.009e-01,       0.015,       0.028,       0.999,   1.052e+00,     -1.1220
 294,   9.828e+00,  -1.283e+01,   7.747e-01,       0.072,       0.054,       0.996,   1.055e+00,     -0.8005
 295,   1.041e+01,  -1.283e+01,   7.184e-01,       0.123,       0.076,       0.989,   9.897e-01,     -0.5017
 296,   1.092e+01,  -1.283e+01,   6.459e-01,       0.156,       0.089,       0.984,   8.547e-01,     -0.2531
 297,   1.135e+01,  -1.283e+01,   5.741e-01,       0.181,       0.098,       0.979,   6.594e-01,     -0.0528
 298,   1.165e+01,  -1.283e+01,   5.138e-01,       0.221,       0.112,       0.969,   4.186e-01,      0.1870
 299,   1.180e+01,  -1.283e+01,   4.791e-01,       0.210,       0.108,       0.972,   1.424e-01,      0.3055
Strip 13
 300,   1.117e+01,  -1.103e+01,   4.046e-01,      -0.004,      -0.038,      -0.999,   1.580e-01,      0.3133
 301,   1.100e+01,  -1.103e+01,   4.041e-01,       0.006,      -0.035,      -0.999,   4.633e-01,      0.3386
 302,   1.068e+01,  -1.103e+01,   3.960e-01,       0.037,      -0.023,      -0.999,   7.373e-01,      0.3679
 303,   1.022e+01,  -1.103e+01,   3.689e-01,       0.076,      -0.008,      -0.997,   9.630e-01,      0.3852
 304,   9.660e+00,  -1.103e+01,   3.133e-01,       0.118,       0.008,      -0.993,   1.126e+00,      0.3884
 305,   9.034e+00,  -1.103e+01,   2.395e-01,       0.116,       0.008,      -0.993,   1.208e+00,      0.3967
 306,   8.386e+00,  -1.103e+01,   1.854e-01,       0.050,      -0.023,      -0.998,   1.202e+00,      0.4618
 307,   7.759e+00,  -1.103e+01,   1.735e-01,      -0.014,      -0.054,      -0.998,   1.120e+00,      0.5782
 308,   7.198e+00,  -1.103e+01,   1.949e-01,      -0.066,      -0.080,      -0.995,   9.649e-01,      0.7054
 309,   6.739e+00,  -1.103e+01,   2.366e-01,      -0.122,      -0.109,      -0.986,   7.464e-01,      0.7572
 310,   6.415e+00,  -1.103e+01,   2.911e-01,      -0.229,      -0.166,      -0.959,   4.823e-01,     -0.0313
 311,   6.247e+00,  -1.103e+01,   3.648e-01,      -0.660,      -0.395,      -0.639,   2.461e-01,     -5.2317
 312,   6.247e+00,  -1.103e+01,   4.707e-01,      -0.752,      -0.404,       0.520,   3.053e-01,    -12.1132
 313,   6.415e+00,  -1.103e+01,   5.818e-01,      -0.359,      -0.172,       0.917,   5.055e-01,     -7.3569
 314,   6.739e+00,  -1.103e+01,   6.654e-01,      -0.171,      -0.067,       0.983,   7.497e-01,     -3.5196
 315,   7.198e+00,  -1.103e+01,   7.235e-01,      -0.090,      -0.024,       0.996,   9.643e-01,     -2.1174
 316,   7.759e+00,  -1.103e+01,   7.573e-01,      -0.034,       0.004,       0.999,   1.118e+00,     -1.4751
 317,   8.386e+00,  -1.103e+01,   7.627e-01,       0.015,       0.028,       0.999,   1.200e+00,     -1.0874
 318,   9.034e+00,  -1.103e+01,   7.343e-01,       0.072,       0.054,       0.996,   1.204e+00,     -0.7766
 319,   9.660e+00,  -1.103e+01,   6.732e-01,       0.123,       0.076,       0.989,   1.129e+00,     -0.4859
 320,   1.022e+01,  -1.103e+01,   5.946e-01,       0.156,       0.089,       0.984,   9.751e-01,     -0.2434
 321,   1.068e+01,  -1.103e+01,   5.167e-01,       0.181,       0.098,       0.979,   7.523e-01,     -0.0473
 322,   1.100e+01,  -1.103e+01,   4.513e-01,       0.221,       0.112,       0.969,   4.776e-01,      0.1889
 323,   1.117e+01,  -1.103e+01,   4.136e-01,       0.210,       0.108,       0.972,   1.624e-01,      0.3058
Strip 14
 324,   1.052e+01,  -9.141e+00,   3.354e-01,      -0.004,      -0.038,      -0.999,   1.781e-01,      0.3141
 325,   1.033e+01,  -9.141e+00,   3.348e-01,       0.006,      -0.035,      -0.999,   5.220e-01,      0.3387
 326,   9.983e+00,  -9.141e+00,   3.261e-01,       0.037,      -0.023,      -0.999,   8.307e-01,      0.3668
 327,   9.488e+00,  -9.141e+00,   2.968e-01,       0.076,      -0.008,      -0.997,   1.085e+00,      0.3828
 328,   8.880e+00,  -9.141e+00,   2.366e-01,       0.118,       0.008,      -0.993,   1.269e+00,      0.3837
 329,   8.203e+00,  -9.142e+00,   1.568e-01,       0.116,       0.008,      -0.993,   1.361e+00,      0.3883
 330,   7.501e+00,  -9.142e+00,   9.824e-02,       0.050,      -0.023,      -0.998,   1.354e+00,      0.4501
 331,   6.824e+00,  -9.142e+00,   8.538e-02,      -0.014,      -0.054,      -0.998,   1.261e+00,      0.5658
 332,   6.217e+00,  -9.142e+00,   1.085e-01,      -0.066,      -0.080,      -0.995,   1.087e+00,      0.6965
